S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0,60,93,0,0,0,0,0,18,0,69,0,9,0,17.785714285714285,927.5969387755104,34.5,6.0,20.25,0.0
0,9,9,0,0,4,0,0,9,0,69,18,0,0,8.428571428571429,310.6734693877552,43.5,3.0,2.75,0.0
10,0,0,0,0,18,0,0,0,9,0,18,0,0,3.9285714285714284,43.78061224489795,9.0,3.0,3.5,0.0
21,0,0,0,0,18,0,0,0,18,0,9,0,0,4.714285714285714,61.34693877551018,4.5,6.0,4.875,0.0
9,0,0,0,0,0,0,9,9,0,0,0,0,0,1.9285714285714286,13.637755102040817,0.0,6.0,1.125,0.0
9,0,0,0,0,0,0,9,9,0,0,0,0,0,1.9285714285714286,13.637755102040817,0.0,6.0,1.125,0.0
0,0,9,0,9,0,0,0,0,0,0,0,0,0,1.2857142857142858,9.918367346938771,0.0,0.0,2.25,0.0
0,0,9,0,9,0,0,0,0,0,9,18,0,4,3.5,29.392857142857142,13.5,0.0,2.25,4.0
4,0,0,0,0,0,0,0,0,324,27609,9,0,9,1996.7857142857142,50467277.882653065,13809.0,108.0,0.5,9.0
0,0,0,0,0,0,0,0,0,1242,50034,30,0,9,3665.3571428571427,165489778.5153061,25032.0,414.0,0.0,9.0
0,0,0,0,73,9,0,0,0,438,21728,30,0,9,1591.9285714285713,31201779.06632653,10879.0,146.0,10.25,9.0
0,0,0,177,147,9,0,333,18,9903,326,0,0,4,779.7857142857143,6416215.168367346,163.0,3418.0,41.625,4.0
0,9,9,357,42,9,0,600,57,3309,11960,396,0,0,1196.2857142857142,9614657.775510205,6178.0,1322.0,53.25,0.0
0,0,0,225,30,13,0,222,147,1332,19608,2679,55,0,1736.5,25095320.678571425,11143.5,567.0,40.375,0.0
0,0,0,165,0,0,0,357,144,1383,4041,660,165,0,493.92857142857144,1104649.2091836734,2350.5,628.0,41.25,0.0
9,0,9,165,0,9,0,363,225,2940,1878,1932,54,0,541.7142857142857,857680.3469387754,1905.0,1176.0,30.75,0.0
9,4,9,145,25,18,0,339,378,2262,1950,1062,33,0,445.2857142857143,539437.3469387755,1506.0,993.0,30.375,0.0
0,9,9,270,63,54,0,48,345,906,1092,555,75,0,244.71428571428572,120702.48979591837,823.5,433.0,60.0,0.0
21,0,0,486,63,54,0,45,273,642,1125,435,87,0,230.78571428571428,103499.31122448978,780.0,320.0,88.875,0.0
21,0,18,222,36,54,0,153,216,474,909,474,0,4,184.35714285714286,66010.65816326528,691.5,281.0,43.875,4.0
19,0,36,192,186,54,0,108,198,282,522,360,39,9,143.21428571428572,23069.025510204083,441.0,196.0,65.75,9.0
18,0,75,192,186,0,0,21,306,231,207,330,42,4,115.14285714285714,13768.979591836734,268.5,186.0,64.125,4.0
9,0,75,160,93,0,0,39,93,282,162,132,54,0,78.5,6425.821428571428,147.0,138.0,48.875,0.0
0,0,42,66,18,0,0,117,102,117,123,207,42,0,59.57142857142857,3877.5306122448974,165.0,112.0,21.0,0.0
9,0,9,66,18,0,0,90,69,111,183,501,0,0,75.42857142857143,16775.816326530607,342.0,90.0,12.75,0.0
9,0,18,45,78,4,0,90,81,42,132,210,0,0,50.642857142857146,3612.372448979591,171.0,71.0,19.25,0.0
9,0,18,27,0,0,0,120,48,30,66,39,0,0,25.5,1107.9642857142856,52.5,66.0,6.75,0.0
18,0,0,27,0,0,0,39,57,0,57,75,168,0,31.5,2073.535714285714,66.0,32.0,26.625,0.0
0,9,0,18,4,0,0,18,30,9,18,51,168,0,23.214285714285715,1809.3112244897954,34.5,19.0,24.875,0.0
9,9,0,9,0,0,0,9,18,66,69,51,0,0,17.142857142857142,589.4081632653061,60.0,31.0,3.375,0.0
30,42,0,9,21,0,0,0,27,75,45,51,0,0,21.428571428571427,552.6734693877552,48.0,34.0,12.75,0.0
30,42,0,0,33,4,0,0,9,9,36,34,0,0,14.071428571428571,257.9234693877551,35.0,6.0,13.625,0.0
15,9,0,0,0,9,0,0,9,45,18,36,0,0,10.071428571428571,192.35204081632656,27.0,18.0,4.125,0.0
21,0,0,0,0,9,0,9,9,108,111,36,0,0,21.642857142857142,1386.229591836735,73.5,42.0,3.75,0.0
21,0,0,9,9,18,0,9,43,60,120,81,0,0,26.428571428571427,1259.9591836734694,100.5,37.333333333333336,7.125,0.0
0,0,0,0,9,9,0,0,57,21,27,39,0,0,11.571428571428571,301.95918367346934,33.0,26.0,2.25,0.0
