S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
18,0,22,9,18,9,0,0,0,0,9,18,18,4,8.928571428571429,65.9234693877551,13.5,0.0,11.75,4.0
18,0,9,9,9,9,0,0,0,9,9,18,18,9,8.357142857142858,40.086734693877546,13.5,3.0,9.0,9.0
51,0,0,18,48,9,0,0,21,9,0,0,0,4,11.428571428571429,287.1020408163264,0.0,10.0,15.75,4.0
51,0,0,18,48,4,0,0,21,0,18,9,0,0,12.071428571428571,289.35204081632656,13.5,7.0,15.125,0.0
30,9,18,18,42,0,0,9,21,0,9,9,0,4,12.071428571428571,146.6377551020408,9.0,10.0,14.625,4.0
9,9,18,9,18,0,0,0,9,0,0,18,0,9,7.071428571428571,48.35204081632653,9.0,3.0,7.875,9.0
18,9,18,0,27,9,0,9,9,33,2085,153,9,31,172.14285714285714,282828.693877551,1119.0,17.0,11.25,31.0
18,9,0,0,9,9,0,2298,0,417,11361,471,9,54,1046.7857142857142,8529412.454081632,5916.0,905.0,6.75,54.0
0,15,0,9,18,9,0,1638,0,1185,1491,753,9,210,381.2142857142857,349122.1683673469,1122.0,941.0,7.5,210.0
0,21,9,36,18,82,0,3531,0,672,450,846,63,366,435.2857142857143,809422.918367347,648.0,1401.0,28.625,366.0
4,9,9,36,90,222,0,1971,0,642,456,291,414,315,318.5,249922.10714285713,373.5,871.0,98.0,315.0
0,132,9,36,228,633,0,1185,9,348,768,1746,567,264,423.2142857142857,251347.4540816326,1257.0,514.0,200.625,264.0
18,243,69,27,129,915,0,14469,9,210,969,552,705,292,1329.0714285714287,13386485.209183672,760.5,4896.0,263.25,292.0
30,243,27,72,84,954,0,3603,0,198,165,132,588,321,458.35714285714283,825428.8010204082,148.5,1267.0,249.75,321.0
9,126,81,54,234,954,0,234,0,72,9,120,417,207,179.78571428571428,59210.31122448981,64.5,102.0,234.375,207.0
9,72,117,63,234,690,0,96,0,60,27,135,369,93,140.35714285714286,32468.37244897959,81.0,52.0,194.25,93.0
9,93,54,63,250,378,0,63,0,42,63,39,288,61,100.21428571428571,12734.739795918365,51.0,35.0,141.875,61.0
9,30,54,58,63,306,0,18,0,0,111,39,216,30,66.71428571428571,7448.34693877551,75.0,6.0,92.0,30.0
9,9,36,63,174,156,0,9,9,30,48,60,51,39,49.5,2630.25,54.0,16.0,62.25,39.0
18,9,0,36,201,75,0,30,9,105,66,135,93,48,58.92857142857143,3189.3520408163263,100.5,48.0,54.0,48.0
0,13,18,27,123,75,0,21,0,84,66,117,105,37,49.0,1878.4285714285713,91.5,35.0,45.125,37.0
0,0,27,45,123,166,0,39,21,63,9,21,72,27,43.785714285714285,2211.7397959183672,15.0,41.0,54.125,27.0
21,0,36,45,150,93,0,60,30,63,57,0,81,45,48.642857142857146,1577.801020408163,28.5,51.0,53.25,45.0
39,90,36,90,102,81,0,21,9,9,75,9,108,63,52.285714285714285,1403.6326530612243,42.0,13.0,68.25,63.0
60,9,55,9,147,117,0,9,9,132,18,9,75,48,49.785714285714285,2378.882653061225,13.5,50.0,59.0,48.0
30,9,84,0,126,90,0,9,0,192,18,0,315,33,64.71428571428571,7926.061224489796,9.0,67.0,81.75,33.0
9,13,0,0,42,90,0,0,21,45,87,18,72,31,30.571428571428573,966.673469387755,52.5,22.0,28.25,31.0
9,18,18,18,42,49,0,18,21,0,69,42,48,30,27.285714285714285,377.7755102040817,55.5,13.0,25.25,30.0
4,9,27,18,30,66,0,18,9,9,9,42,48,15,21.714285714285715,333.2040816326531,25.5,12.0,25.25,15.0
0,9,27,9,36,93,0,18,27,9,18,18,27,0,20.785714285714285,521.311224489796,18.0,18.0,25.125,0.0
0,0,22,18,27,45,0,9,18,9,27,21,9,4,14.928571428571429,156.78061224489795,24.0,12.0,15.125,4.0
0,0,18,27,54,18,0,21,9,9,18,54,0,9,16.928571428571427,300.35204081632645,36.0,13.0,14.625,9.0
30,9,0,0,54,18,0,21,18,9,9,21,0,4,13.785714285714286,210.31122448979593,15.0,16.0,13.875,4.0
30,9,27,0,54,28,0,9,18,9,0,30,9,0,15.928571428571429,237.4948979591837,15.0,12.0,19.625,0.0
25,21,168,0,42,18,0,9,9,39,18,27,72,4,32.285714285714285,1765.775510204082,22.5,19.0,43.25,4.0
9,21,168,0,21,27,0,42,0,9,18,27,54,9,28.928571428571427,1721.066326530612,22.5,17.0,37.5,9.0
