S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0,27,27,0,48,42,0,33,0,0,0,9,0,48,16.714285714285715,363.48979591836735,4.5,11.0,18.0,48.0
0,9,9,0,28,0,0,0,18,9,0,9,111,24,15.5,783.25,4.5,9.0,19.625,24.0
9,18,9,4,9,0,0,0,18,9,0,27,111,0,15.285714285714286,769.061224489796,13.5,9.0,20.0,0.0
9,18,22,0,21,0,0,33,0,0,0,18,0,0,8.642857142857142,121.22959183673464,9.0,11.0,8.75,0.0
21,18,0,18,51,9,0,54,9,9,9,18,0,0,15.428571428571429,280.10204081632645,13.5,24.0,14.625,0.0
30,9,18,9,96,9,0,21,9,9,9,18,9,4,17.857142857142858,523.1224489795919,13.5,13.0,22.5,4.0
30,0,9,9,96,9,0,0,0,210,60,0,9,9,31.5,3166.392857142857,30.0,70.0,20.25,9.0
25,0,0,9,78,27,0,270,9,777,585,42,0,108,137.85714285714286,55272.69387755101,313.5,352.0,17.375,108.0
42,0,0,4,39,201,0,5289,9,600,429,42,63,207,494.64285714285717,1798894.6581632653,235.5,1966.0,43.625,207.0
30,9,4,0,27,237,0,2067,0,483,1176,327,342,508,372.14285714285717,320695.8367346939,751.5,850.0,81.125,508.0
18,9,9,66,93,99,0,6036,0,189,792,576,453,810,653.5714285714286,2309462.8163265307,684.0,2075.0,93.375,810.0
9,9,0,18,159,99,0,6921,9,330,702,2547,324,868,856.7857142857143,3257575.5969387763,1624.5,2420.0,77.25,868.0
9,9,36,45,159,324,0,3600,18,582,489,1341,303,927,560.1428571428571,859191.9795918368,915.0,1400.0,110.625,927.0
4,21,36,45,133,432,0,3585,39,810,885,1431,282,747,603.5714285714286,863305.5306122447,1158.0,1478.0,119.125,747.0
0,51,36,40,180,507,0,8331,21,381,1485,330,393,567,880.1428571428571,4413646.551020408,907.5,2911.0,150.875,567.0
9,18,27,36,264,594,0,3246,54,267,150,93,552,694,428.85714285714283,662736.693877551,121.5,1189.0,187.5,694.0
18,18,0,120,357,408,0,369,63,84,93,102,576,822,216.42857142857142,59062.959183673454,97.5,172.0,187.125,822.0
9,63,0,138,495,408,0,75,0,123,57,90,507,576,181.5,42451.392857142855,73.5,66.0,202.5,576.0
9,75,9,81,495,442,0,9,0,210,36,81,477,330,161.0,34165.0,58.5,73.0,198.5,330.0
15,30,111,81,382,321,0,33,0,63,57,51,285,249,119.85714285714286,15856.12244897959,54.0,32.0,153.125,249.0
21,9,111,76,123,210,0,51,9,54,48,102,453,168,102.5,13035.67857142857,75.0,38.0,125.375,168.0
72,30,64,108,105,207,0,27,18,48,48,84,216,132,82.78571428571429,4040.4540816326526,66.0,31.0,100.25,132.0
51,30,45,81,105,162,0,0,18,69,36,36,93,96,58.714285714285715,1902.4897959183675,36.0,29.0,70.875,96.0
69,49,36,90,90,162,0,0,30,81,36,27,102,117,63.5,2002.1071428571427,31.5,37.0,74.75,117.0
69,60,18,27,90,217,0,9,27,51,18,18,117,138,61.357142857142854,3477.801020408163,18.0,29.0,74.75,138.0
69,30,18,27,159,174,0,0,9,30,39,9,297,88,67.78571428571429,6891.311224489796,24.0,13.0,96.75,88.0
39,54,18,36,51,147,0,21,18,0,9,9,207,39,46.285714285714285,3255.0612244897957,9.0,13.0,69.0,39.0
57,30,31,9,84,63,0,0,27,0,9,0,126,30,33.285714285714285,1306.4897959183677,4.5,9.0,50.0,30.0
36,30,36,45,84,63,0,9,9,9,18,39,102,21,35.785714285714285,824.7397959183673,28.5,9.0,49.5,21.0
39,31,18,36,30,63,0,9,0,21,27,30,72,24,28.571428571428573,389.53061224489795,28.5,10.0,36.125,24.0
39,0,0,27,30,118,0,9,0,0,27,33,48,27,25.571428571428573,917.9591836734695,30.0,3.0,32.75,27.0
40,33,9,27,39,192,0,9,27,0,27,63,174,40,48.57142857142857,3302.816326530612,45.0,12.0,64.25,40.0
42,42,9,13,93,9,0,18,27,69,9,84,153,54,44.42857142857143,1724.9591836734694,46.5,38.0,45.125,54.0
72,9,13,36,54,36,0,9,0,69,0,72,27,31,30.571428571428573,683.8163265306122,36.0,26.0,30.875,31.0
9,9,0,27,51,27,0,18,0,0,0,0,60,9,15.0,362.57142857142856,0.0,6.0,22.875,9.0
0,13,9,36,27,27,0,9,21,18,0,9,51,4,16.0,211.7142857142857,4.5,16.0,20.375,4.0
