S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
0,0,45,0,0,6,0,21,0,0,0,30,0,0,7.285714285714286,189.9183673469388,15.0,7.0,6.375,0.0
0,0,45,0,0,0,0,0,0,0,0,138,0,0,13.071428571428571,1334.0663265306123,69.0,0.0,5.625,0.0
0,30,22,0,4,0,0,0,0,9,0,117,0,0,13.0,914.5714285714286,58.5,3.0,7.0,0.0
0,30,0,0,0,0,0,0,0,9,0,42,0,0,5.785714285714286,162.5969387755102,21.0,3.0,3.75,0.0
0,15,0,0,0,0,0,0,0,33,9,9,0,0,4.714285714285714,83.20408163265304,9.0,11.0,1.875,0.0
0,0,0,9,0,0,0,0,0,0,0,9,0,0,1.2857142857142858,9.918367346938771,4.5,0.0,1.125,0.0
4,0,0,9,0,0,0,0,9,0,0,0,0,0,1.5714285714285714,10.244897959183678,0.0,3.0,1.625,0.0
0,0,0,9,0,0,0,0,9,0,10272,4248,9,0,1039.0714285714287,7746025.637755103,7260.0,3.0,2.25,0.0
0,0,0,4,0,0,0,0,0,0,27570,1848,9,0,2102.214285714286,50117845.16836735,14709.0,0.0,1.625,0.0
9,0,0,9,0,0,0,702,9,21,23760,1632,0,0,1867.2857142857142,37062852.0612245,12696.0,244.0,2.25,0.0
18,0,0,9,0,0,0,354,9,831,32034,1776,0,0,2502.214285714286,67320901.88265306,16905.0,398.0,3.375,0.0
18,0,9,18,0,28,0,168,132,1131,4934,3696,0,0,723.8571428571429,2285394.693877551,4315.0,477.0,9.125,0.0
9,0,9,45,0,72,0,594,252,1503,36894,2727,0,0,3007.5,88903978.39285713,19810.5,783.0,16.875,0.0
0,0,9,45,0,81,0,111,297,1173,19713,3684,0,63,1798.2857142857142,25599262.775510203,11698.5,527.0,16.875,63.0
0,0,4,129,0,45,0,1482,456,3792,3438,2613,0,126,863.2142857142857,1788125.025510204,3025.5,1910.0,22.25,126.0
0,0,18,207,0,150,0,477,606,1773,4062,2067,45,106,679.3571428571429,1294871.086734694,3064.5,952.0,52.5,106.0
27,9,129,84,54,150,0,141,570,558,1635,1311,0,87,339.64285714285717,249327.22959183675,1473.0,423.0,56.625,87.0
27,0,102,138,54,135,0,240,369,534,3096,951,30,43,408.5,620456.3928571428,2023.5,381.0,60.75,43.0
22,9,9,174,0,27,0,282,180,537,2187,1095,63,0,327.5,351165.6785714286,1641.0,333.0,38.0,0.0
0,18,9,174,0,36,0,222,45,324,1011,651,42,21,182.35714285714286,83630.80102040815,831.0,197.0,34.875,21.0
9,18,4,142,15,18,0,105,96,231,1827,342,60,42,207.78571428571428,210753.16836734692,1084.5,144.0,33.25,42.0
18,52,27,138,18,0,0,60,69,18,645,228,105,25,100.21428571428571,26490.59693877551,436.5,49.0,44.75,25.0
18,18,36,45,180,0,0,30,207,45,330,156,54,9,80.57142857142857,9106.530612244896,243.0,94.0,43.875,9.0
18,0,18,9,207,18,0,42,39,54,492,192,18,4,79.35714285714286,17228.94387755102,342.0,45.0,36.0,4.0
60,9,9,18,27,9,0,36,27,63,312,186,36,0,56.57142857142857,7094.387755102042,249.0,42.0,21.0,0.0
0,18,9,18,27,9,0,27,27,84,261,111,18,0,43.5,4594.821428571428,186.0,46.0,12.375,0.0
0,0,4,18,40,9,0,9,30,99,276,90,21,0,42.57142857142857,5153.387755102042,183.0,46.0,11.5,0.0
9,0,9,0,21,9,0,42,147,78,210,48,30,4,43.357142857142854,3653.086734693877,129.0,89.0,9.75,4.0
36,0,0,0,54,9,0,42,138,18,66,18,9,9,28.5,1349.6785714285713,42.0,66.0,13.5,9.0
36,0,0,0,33,4,0,18,39,9,114,99,9,4,26.071428571428573,1264.6377551020405,106.5,22.0,10.25,4.0
22,0,18,0,0,0,0,9,18,57,72,87,18,0,21.5,790.5357142857142,79.5,28.0,7.25,0.0
0,0,18,0,0,0,0,30,0,42,36,75,39,0,17.142857142857142,522.5510204081633,55.5,24.0,7.125,0.0
0,0,13,4,0,0,0,39,9,42,63,75,30,0,19.642857142857142,617.3724489795918,69.0,30.0,5.875,0.0
21,9,45,9,0,18,0,9,18,0,114,9,0,0,18.0,849.8571428571428,61.5,9.0,12.75,0.0
21,120,36,9,0,18,0,9,18,0,18,0,87,0,24.0,1198.2857142857142,9.0,9.0,36.375,0.0
21,102,0,9,0,18,0,0,9,0,138,0,9,0,21.857142857142858,1697.6938775510203,69.0,3.0,19.875,0.0
