S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance,Zone 1,Zone 2,Zone 3,Zone 4
24.333333333333332,8.333333333333334,1.3333333333333333,3.0,60.0,12.0,0.0,6.0,0.0,3.0,0.0,19.0,10.0,6.0,11.307692307692308,424.07100591715977,14.5,7.166666666666666,4.166666666666667,0.0
22.799999999999997,8.5,1.7999999999999998,3.9,61.5,11.233333333333333,0.0,6.4,0.3,2.7,1.2,19.0,10.0,6.4,11.487179487179487,427.93727810650887,14.804166666666667,7.199999999999999,4.25,0.0
21.266666666666666,8.666666666666668,2.2666666666666666,4.8,63.0,10.466666666666667,0.0,6.8,0.6,2.4,2.4,19.0,10.0,6.8,11.666666666666668,431.803550295858,15.108333333333333,7.2333333333333325,4.333333333333334,0.0
19.733333333333334,8.833333333333334,2.7333333333333334,5.7,64.5,9.7,0.0,7.2,0.8999999999999999,2.1,3.5999999999999996,19.0,10.0,7.2,11.846153846153847,435.6698224852071,15.4125,7.266666666666667,4.416666666666667,0.0
18.2,9.0,3.2,6.6,66.0,8.933333333333334,0.0,7.6,1.2,1.8,4.8,19.0,10.0,7.6,12.025641025641026,439.5360946745562,15.716666666666665,7.3,4.5,0.0
16.666666666666664,9.166666666666668,3.666666666666667,7.5,67.5,8.166666666666666,0.0,8.0,1.5,1.5,6.0,19.0,10.0,8.0,12.205128205128204,443.4023668639053,16.020833333333332,7.333333333333333,4.583333333333334,0.0
15.133333333333333,9.333333333333334,4.133333333333333,8.4,69.0,7.3999999999999995,0.0,8.4,1.7999999999999998,1.2000000000000002,7.199999999999999,19.0,10.0,8.4,12.384615384615385,447.26863905325445,16.325,7.366666666666666,4.666666666666667,0.0
13.6,9.5,4.6,9.3,70.5,6.633333333333333,0.0,8.8,2.1,0.8999999999999999,8.4,19.0,10.0,8.8,12.564102564102564,451.13491124260355,16.629166666666666,7.3999999999999995,4.75,0.0
12.066666666666666,9.666666666666666,5.066666666666666,10.2,72.0,5.866666666666666,0.0,9.2,2.4,0.6000000000000001,9.6,19.0,10.0,9.2,12.743589743589743,455.00118343195265,16.93333333333333,7.433333333333334,4.833333333333333,0.0
10.533333333333333,9.833333333333334,5.533333333333333,11.1,73.5,5.1,0.0,9.6,2.6999999999999997,0.30000000000000027,10.799999999999999,19.0,10.0,9.6,12.923076923076923,458.86745562130176,17.237499999999997,7.466666666666667,4.916666666666667,0.0
9.0,10.0,6.0,12.0,75.0,4.333333333333333,0.0,10.0,3.0,0.0,12.0,19.0,10.0,10.0,13.102564102564102,462.73372781065086,17.541666666666664,7.5,5.0,0.0
8.7,9.6,6.3,11.4,74.93333333333334,3.9,0.0,9.6,3.3,0.3,12.0,18.7,10.0,9.466666666666667,12.97948717948718,468.27100591715975,17.362499999999997,7.425,4.8,0.0
8.4,9.2,6.6,10.8,74.86666666666666,3.4666666666666663,0.0,9.2,3.6,0.6,12.0,18.4,10.0,8.933333333333334,12.856410256410255,473.80828402366865,17.18333333333333,7.35,4.6,0.0
8.1,8.8,6.9,10.2,74.8,3.033333333333333,0.0,8.8,3.9,0.8999999999999999,12.0,18.1,10.0,8.4,12.733333333333333,479.3455621301775,17.004166666666666,7.275,4.4,0.0
7.8,8.4,7.2,9.6,74.73333333333333,2.5999999999999996,0.0,8.4,4.2,1.2,12.0,17.8,10.0,7.866666666666667,12.61025641025641,484.8828402366864,16.825,7.2,4.2,0.0
7.5,8.0,7.5,9.0,74.66666666666666,2.1666666666666665,0.0,8.0,4.5,1.5,12.0,17.5,10.0,7.333333333333334,12.487179487179485,490.42011834319527,16.645833333333332,7.125,4.0,0.0
7.2,7.6,7.8,8.4,74.6,1.7333333333333334,0.0,7.6,4.8,1.7999999999999998,12.0,17.2,10.0,6.8,12.364102564102563,495.95739644970416,16.466666666666665,7.05,3.8,0.0
6.9,7.199999999999999,8.1,7.8,74.53333333333333,1.2999999999999998,0.0,7.199999999999999,5.1,2.1,12.0,16.9,10.0,6.266666666666667,12.24102564102564,501.49467455621306,16.287499999999998,6.975,3.5999999999999996,0.0
6.6,6.8,8.4,7.2,74.46666666666667,0.8666666666666667,0.0,6.8,5.4,2.4,12.0,16.6,10.0,5.733333333333333,12.117948717948718,507.0319526627219,16.108333333333334,6.9,3.4,0.0
6.300000000000001,6.4,8.7,6.6000000000000005,74.39999999999999,0.43333333333333357,0.0,6.4,5.699999999999999,2.6999999999999997,12.0,16.3,10.0,5.2,11.994871794871793,512.5692307692308,15.929166666666667,6.825,3.2,0.0
6.0,6.0,9.0,6.0,74.33333333333333,0.0,0.0,6.0,6.0,3.0,12.0,16.0,10.0,4.666666666666667,11.87179487179487,518.1065088757397,15.75,6.75,3.0,0.0
6.0,5.7,9.3,5.7,73.5,0.7333333333333333,0.0,6.0,5.7,3.0,12.3,16.1,9.0,4.2,11.77179487179487,504.14792899408286,15.604166666666666,6.675,2.85,0.0
