Date_Time,Dp>0.3,Dp>0.5,Dp>1.0,Dp>2.5,Dp>5.0,Dp>10.0
2020-12-22 12:49:00,78,22,0,0,0,0
2020-12-22 12:49:10,78,22,0,0,0,0
2020-12-22 12:49:20,49,12,0,0,0,0
2020-12-22 12:49:30,21,3,0,0,0,0
2020-12-22 12:49:40,10,1,0,0,0,0
2020-12-22 12:49:50,0,0,0,0,0,0
2020-12-22 12:50:00,4,1,0,0,0,0
2020-12-22 12:50:10,9,3,0,0,0,0
2020-12-22 12:50:20,4,1,0,0,0,0
2020-12-22 12:50:30,0,0,0,0,0,0
2020-12-22 12:50:40,10,3,0,0,0,0
2020-12-22 12:50:50,21,7,0,0,0,0
2020-12-22 12:51:00,15,5,0,0,0,0
2020-12-22 12:51:10,9,3,0,0,0,0
2020-12-22 12:51:20,4,1,0,0,0,0
2020-12-22 12:51:30,0,0,0,0,0,0
2020-12-22 12:51:40,27,3,0,0,0,0
2020-12-22 12:51:50,54,7,0,0,0,0
2020-12-22 12:52:00,27,3,0,0,0,0
2020-12-22 12:52:10,0,0,0,0,0,0
2020-12-22 12:52:20,4,0,0,0,0,0
2020-12-22 12:52:30,0,0,0,0,0,0
2020-12-22 12:52:40,0,0,0,0,0,0
2020-12-22 12:52:50,0,0,0,0,0,0
2020-12-22 12:53:00,0,0,0,0,0,0
2020-12-22 12:53:10,0,0,0,0,0,0
2020-12-22 12:53:20,0,0,0,0,0,0
2020-12-22 12:53:30,0,0,0,0,0,0
2020-12-22 12:53:40,0,0,0,0,0,0
2020-12-22 12:53:50,0,0,0,0,0,0
2020-12-22 12:54:00,0,0,0,0,0,0
2020-12-22 12:54:10,0,0,0,0,0,0
2020-12-22 12:54:20,0,0,0,0,0,0
2020-12-22 12:54:30,0,0,0,0,0,0
2020-12-22 12:54:40,0,0,0,0,0,0
2020-12-22 12:54:50,0,0,0,0,0,0
2020-12-22 12:55:00,0,0,0,0,0,0
2020-12-22 12:55:10,0,0,0,0,0,0
2020-12-22 12:55:20,0,0,0,0,0,0
2020-12-22 12:55:30,0,0,0,0,0,0
2020-12-22 12:55:40,0,0,0,0,0,0
2020-12-22 12:55:50,0,0,0,0,0,0
2020-12-22 12:56:00,0,0,0,0,0,0
2020-12-22 12:56:10,0,0,0,0,0,0
2020-12-22 12:56:20,0,0,0,0,0,0
2020-12-22 12:56:30,0,0,0,0,0,0
2020-12-22 12:56:40,4,1,0,0,0,0
2020-12-22 12:56:50,9,3,0,0,0,0
2020-12-22 12:57:00,24,3,0,0,0,0
2020-12-22 12:57:10,39,3,0,0,0,0
2020-12-22 12:57:20,30,5,0,0,0,0
2020-12-22 12:57:30,21,7,0,0,0,0
2020-12-22 12:57:40,10,3,0,0,0,0
2020-12-22 12:57:50,0,0,0,0,0,0
2020-12-22 12:58:00,4,1,0,0,0,0
2020-12-22 12:58:10,9,3,0,0,0,0
2020-12-22 12:58:20,4,1,0,0,0,0
2020-12-22 12:58:30,0,0,0,0,0,0
2020-12-22 12:58:40,0,0,0,0,0,0
2020-12-22 12:58:50,0,0,0,0,0,0
2020-12-22 12:59:00,0,0,0,0,0,0
2020-12-22 12:59:10,0,0,0,0,0,0
2020-12-22 12:59:20,0,0,0,0,0,0
2020-12-22 12:59:30,0,0,0,0,0,0
2020-12-22 12:59:40,4,1,0,0,0,0
2020-12-22 12:59:50,9,3,0,0,0,0
2020-12-22 13:00:00,4,1,0,0,0,0
2020-12-22 13:00:10,0,0,0,0,0,0
2020-12-22 13:00:20,0,0,0,0,0,0
2020-12-22 13:00:30,0,0,0,0,0,0
2020-12-22 13:00:40,0,0,0,0,0,0
2020-12-22 13:00:50,0,0,0,0,0,0
2020-12-22 13:01:00,10,1,0,0,0,0
2020-12-22 13:01:10,21,3,0,0,0,0
2020-12-22 13:01:20,10,1,0,0,0,0
2020-12-22 13:01:30,0,0,0,0,0,0
2020-12-22 13:01:40,10,3,0,0,0,0
2020-12-22 13:01:50,21,7,0,0,0,0
2020-12-22 13:02:00,18,6,0,0,0,0
2020-12-22 13:02:10,15,5,0,0,0,0
2020-12-22 13:02:20,12,4,0,0,0,0
2020-12-22 13:02:30,9,3,0,0,0,0
2020-12-22 13:02:40,4,1,0,0,0,0
2020-12-22 13:02:50,0,0,0,0,0,0
2020-12-22 13:03:00,0,0,0,0,0,0
2020-12-22 13:03:10,0,0,0,0,0,0
2020-12-22 13:03:20,28,9,3,0,0,0
2020-12-22 13:03:30,57,19,7,0,0,0
2020-12-22 13:03:40,33,11,3,0,0,0
2020-12-22 13:03:50,9,3,0,0,0,0
2020-12-22 13:04:00,4,1,0,0,0,0
2020-12-22 13:04:10,0,0,0,0,0,0
2020-12-22 13:04:20,0,0,0,0,0,0
2020-12-22 13:04:30,0,0,0,0,0,0
2020-12-22 13:04:40,4,1,0,0,0,0
2020-12-22 13:04:50,9,3,0,0,0,0
2020-12-22 13:05:00,9,3,0,0,0,0
2020-12-22 13:05:10,9,3,0,0,0,0
2020-12-22 13:05:20,4,1,0,0,0,0
2020-12-22 13:05:30,0,0,0,0,0,0
2020-12-22 13:05:40,4,1,0,0,0,0
2020-12-22 13:05:50,9,3,0,0,0,0
2020-12-22 13:06:00,15,5,0,0,0,0
2020-12-22 13:06:10,21,7,0,0,0,0
2020-12-22 13:06:20,19,6,0,0,0,0
2020-12-22 13:06:30,0,0,0,0,0,0
2020-12-22 13:06:40,0,0,0,0,0,0
2020-12-22 13:06:50,10,3,0,0,0,0
2020-12-22 13:07:00,21,7,0,0,0,0
2020-12-22 13:07:10,10,3,0,0,0,0
2020-12-22 13:07:20,0,0,0,0,0,0
2020-12-22 13:07:30,0,0,0,0,0,0
2020-12-22 13:07:40,0,0,0,0,0,0
2020-12-22 13:07:50,10,3,0,0,0,0
2020-12-22 13:08:00,21,7,0,0,0,0
2020-12-22 13:08:10,25,8,0,0,0,0
2020-12-22 13:08:20,30,10,0,0,0,0
2020-12-22 13:08:30,63,19,0,0,0,0
2020-12-22 13:08:40,96,28,0,0,0,0
2020-12-22 13:08:50,90,28,0,0,0,0
2020-12-22 13:09:00,84,28,0,0,0,0
2020-12-22 13:09:10,82,17,0,0,0,0
2020-12-22 13:09:20,81,6,0,0,0,0
2020-12-22 13:09:30,64,6,0,0,0,0
2020-12-22 13:09:40,48,6,0,0,0,0
2020-12-22 13:09:50,34,6,0,0,0,0
2020-12-22 13:10:00,21,7,0,0,0,0
