Date_Time,S-01,S-03,S-04,S-05,S-06,S-07,S-08,S-09,S-11,S-12,S-13,S-14,S-15,S-BU1,Average,Variance
2020-12-22 12:49:00,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,21.0,0.0,78.0,9.0,414.0
2020-12-22 12:49:01,0.0,0.9,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,0.9,18.9,0.0,78.0,8.978571428571428,412.38826530612243
2020-12-22 12:49:02,0.0,1.8,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,1.8,16.8,0.0,78.0,8.957142857142857,410.7765306122449
2020-12-22 12:49:03,0.0,2.7,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,2.7,14.7,0.0,78.0,8.935714285714287,409.16479591836736
2020-12-22 12:49:04,0.0,3.6,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,3.6,12.6,0.0,78.0,8.914285714285715,407.55306122448985
2020-12-22 12:49:05,0.0,4.5,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,4.5,10.5,0.0,78.0,8.892857142857142,405.9413265306123
2020-12-22 12:49:06,0.0,5.4,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,5.4,8.399999999999999,0.0,78.0,8.871428571428572,404.3295918367347
2020-12-22 12:49:07,0.0,6.3,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,6.3,6.299999999999999,0.0,78.0,8.850000000000001,402.7178571428572
2020-12-22 12:49:08,0.0,7.2,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,7.2,4.199999999999999,0.0,78.0,8.82857142857143,401.10612244897965
2020-12-22 12:49:09,0.0,8.1,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,8.1,2.099999999999998,0.0,78.0,8.807142857142857,399.49438775510214
2020-12-22 12:49:10,0.0,9.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,78.0,8.785714285714286,397.8826530612246
2020-12-22 12:49:11,0.9,9.0,0.0,0.0,17.1,0.0,0.0,9.0,0.0,10.2,9.9,0.0,0.0,75.1,9.371428571428572,432.74591836734703
2020-12-22 12:49:12,1.8,9.0,0.0,0.0,16.2,0.0,0.0,9.0,0.0,20.4,10.8,0.0,0.0,72.2,9.957142857142857,467.60918367346943
2020-12-22 12:49:13,2.7,9.0,0.0,0.0,15.3,0.0,0.0,9.0,0.0,30.599999999999998,11.7,0.0,0.0,69.3,10.542857142857143,502.4724489795919
2020-12-22 12:49:14,3.6,9.0,0.0,0.0,14.4,0.0,0.0,9.0,0.0,40.8,12.6,0.0,0.0,66.4,11.12857142857143,537.3357142857143
2020-12-22 12:49:15,4.5,9.0,0.0,0.0,13.5,0.0,0.0,9.0,0.0,51.0,13.5,0.0,0.0,63.5,11.714285714285715,572.1989795918367
2020-12-22 12:49:16,5.4,9.0,0.0,0.0,12.6,0.0,0.0,9.0,0.0,61.199999999999996,14.4,0.0,0.0,60.6,12.3,607.0622448979592
2020-12-22 12:49:17,6.3,9.0,0.0,0.0,11.7,0.0,0.0,9.0,0.0,71.39999999999999,15.3,0.0,0.0,57.7,12.885714285714286,641.9255102040817
2020-12-22 12:49:18,7.2,9.0,0.0,0.0,10.8,0.0,0.0,9.0,0.0,81.6,16.2,0.0,0.0,54.8,13.471428571428572,676.788775510204
2020-12-22 12:49:19,8.1,9.0,0.0,0.0,9.9,0.0,0.0,9.0,0.0,91.8,17.1,0.0,0.0,51.900000000000006,14.057142857142857,711.6520408163265
2020-12-22 12:49:20,9.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,102.0,18.0,0.0,0.0,49.0,14.642857142857142,746.5153061224489
2020-12-22 12:49:21,9.0,11.4,0.0,0.0,8.1,0.0,0.0,9.0,0.0,99.6,17.1,0.0,0.0,46.2,14.314285714285713,715.0867346938775
2020-12-22 12:49:22,9.0,13.8,0.0,0.0,7.2,0.0,0.0,9.0,0.0,97.2,16.2,0.0,0.0,43.4,13.985714285714286,683.658163265306
2020-12-22 12:49:23,9.0,16.2,0.0,0.0,6.3,0.0,0.0,9.0,0.0,94.8,15.3,0.0,0.0,40.6,13.657142857142857,652.2295918367346
2020-12-22 12:49:24,9.0,18.6,0.0,0.0,5.4,0.0,0.0,9.0,0.0,92.4,14.4,0.0,0.0,37.8,13.32857142857143,620.8010204081631
2020-12-22 12:49:25,9.0,21.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,90.0,13.5,0.0,0.0,35.0,13.0,589.3724489795918
2020-12-22 12:49:26,9.0,23.4,0.0,0.0,3.5999999999999996,0.0,0.0,9.0,0.0,87.6,12.6,0.0,0.0,32.2,12.67142857142857,557.9438775510203
2020-12-22 12:49:27,9.0,25.8,0.0,0.0,2.7,0.0,0.0,9.0,0.0,85.2,11.7,0.0,0.0,29.400000000000002,12.342857142857143,526.5153061224489
2020-12-22 12:49:28,9.0,28.2,0.0,0.0,1.7999999999999998,0.0,0.0,9.0,0.0,82.8,10.8,0.0,0.0,26.6,12.014285714285714,495.0867346938775
2020-12-22 12:49:29,9.0,30.599999999999998,0.0,0.0,0.9000000000000004,0.0,0.0,9.0,0.0,80.4,9.9,0.0,0.0,23.8,11.685714285714287,463.65816326530603
2020-12-22 12:49:30,9.0,33.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,78.0,9.0,0.0,0.0,21.0,11.357142857142858,432.2295918367346
2020-12-22 12:49:31,8.1,33.0,0.0,0.9,0.0,0.0,0.0,8.1,0.0,71.1,8.1,0.9,0.0,19.9,10.721428571428572,396.73520408163256
2020-12-22 12:49:32,7.2,33.0,0.0,1.8,0.0,0.0,0.0,7.2,0.0,64.2,7.2,1.8,0.0,18.8,10.085714285714285,361.24081632653053
2020-12-22 12:49:33,6.3,33.0,0.0,2.7,0.0,0.0,0.0,6.3,0.0,57.3,6.3,2.7,0.0,17.7,9.45,325.7464285714285
2020-12-22 12:49:34,5.4,33.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,50.4,5.4,3.6,0.0,16.6,8.814285714285715,290.2520408163265
2020-12-22 12:49:35,4.5,33.0,0.0,4.5,0.0,0.0,0.0,4.5,0.0,43.5,4.5,4.5,0.0,15.5,8.178571428571429,254.75765306122443
2020-12-22 12:49:36,3.5999999999999996,33.0,0.0,5.4,0.0,0.0,0.0,3.5999999999999996,0.0,36.599999999999994,3.5999999999999996,5.4,0.0,14.399999999999999,7.542857142857143,219.26326530612238
2020-12-22 12:49:37,2.7,33.0,0.0,6.3,0.0,0.0,0.0,2.7,0.0,29.699999999999996,2.7,6.3,0.0,13.299999999999999,6.9071428571428575,183.76887755102035
2020-12-22 12:49:38,1.7999999999999998,33.0,0.0,7.2,0.0,0.0,0.0,1.7999999999999998,0.0,22.799999999999997,1.7999999999999998,7.2,0.0,12.2,6.271428571428571,148.27448979591833
2020-12-22 12:49:39,0.9000000000000004,33.0,0.0,8.1,0.0,0.0,0.0,0.9000000000000004,0.0,15.899999999999999,0.9000000000000004,8.1,0.0,11.1,5.635714285714285,112.7801020408163
2020-12-22 12:49:40,0.0,33.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,10.0,5.0,77.28571428571428
2020-12-22 12:49:41,0.0,31.3,1.8,9.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,9.0,0.0,9.0,4.871428571428572,73.47755102040816
2020-12-22 12:49:42,0.0,29.6,3.6,9.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,9.0,0.0,8.0,4.742857142857143,69.66938775510204
2020-12-22 12:49:43,0.0,27.9,5.4,9.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,9.0,0.0,7.0,4.614285714285714,65.86122448979592
2020-12-22 12:49:44,0.0,26.2,7.2,9.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,9.0,0.0,6.0,4.485714285714286,62.053061224489795
2020-12-22 12:49:45,0.0,24.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,9.0,0.0,5.0,4.357142857142858,58.244897959183675
2020-12-22 12:49:46,0.0,22.8,10.8,9.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,0.0,9.0,0.0,4.0,4.228571428571429,54.43673469387755
2020-12-22 12:49:47,0.0,21.1,12.6,9.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,9.0,0.0,3.0,4.1,50.628571428571426
2020-12-22 12:49:48,0.0,19.4,14.4,9.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,9.0,0.0,2.0,3.9714285714285715,46.820408163265306
2020-12-22 12:49:49,0.0,17.700000000000003,16.2,9.0,0.0,0.0,0.0,0.0,0.0,0.9000000000000004,0.0,9.0,0.0,1.0,3.842857142857143,43.012244897959185
2020-12-22 12:49:50,0.0,16.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.7142857142857144,39.204081632653065
2020-12-22 12:49:51,0.0,14.4,19.8,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.4,3.757142857142857,45.2530612244898
2020-12-22 12:49:52,0.0,12.8,21.6,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.8,3.8000000000000003,51.302040816326524
2020-12-22 12:49:53,0.0,11.2,23.4,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,1.2000000000000002,3.842857142857143,57.35102040816326
2020-12-22 12:49:54,0.0,9.6,25.2,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,1.6,3.885714285714286,63.39999999999999
2020-12-22 12:49:55,0.0,8.0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,2.0,3.928571428571429,69.44897959183672
2020-12-22 12:49:56,0.0,6.399999999999999,28.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5999999999999996,0.0,2.4000000000000004,3.9714285714285715,75.49795918367346
2020-12-22 12:49:57,0.0,4.799999999999999,30.6,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,2.8000000000000003,4.014285714285714,81.54693877551018
2020-12-22 12:49:58,0.0,3.1999999999999993,32.4,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,3.2,4.057142857142858,87.59591836734691
2020-12-22 12:49:59,0.0,1.5999999999999996,34.2,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000000000004,0.0,3.6,4.1000000000000005,93.64489795918365
2020-12-22 12:50:00,0.0,0.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.142857142857143,99.69387755102038
2020-12-22 12:50:01,32.2,0.0,34.2,18.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,3.3,4.5,6.714285714285715,756.4795918367345
2020-12-22 12:50:02,64.4,0.0,32.4,18.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,6.6,5.0,9.285714285714286,1413.2653061224487
2020-12-22 12:50:03,96.60000000000001,0.0,30.6,18.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,9.899999999999999,5.5,11.857142857142858,2070.0510204081625
2020-12-22 12:50:04,128.8,0.0,28.8,18.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,13.2,6.0,14.42857142857143,2726.8367346938767
2020-12-22 12:50:05,161.0,0.0,27.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,16.5,6.5,17.0,3383.622448979591
2020-12-22 12:50:06,193.20000000000002,0.0,25.2,18.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,19.799999999999997,7.0,19.571428571428573,4040.4081632653047
2020-12-22 12:50:07,225.40000000000003,0.0,23.4,18.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,23.099999999999998,7.5,22.142857142857142,4697.19387755102
2020-12-22 12:50:08,257.6,0.0,21.6,18.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,26.4,8.0,24.714285714285715,5353.979591836734
2020-12-22 12:50:09,289.8,0.0,19.8,18.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,29.7,8.5,27.28571428571429,6010.765306122447
2020-12-22 12:50:10,322.0,0.0,18.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,33.0,9.0,29.857142857142858,6667.551020408162
2020-12-22 12:50:11,357.3,0.0,18.0,17.1,2.1,0.9,0.0,17.1,0.0,0.0,0.9,0.0,33.0,8.5,32.49285714285714,8954.927040816325
2020-12-22 12:50:12,392.6,0.0,18.0,16.2,4.2,1.8,0.0,16.2,0.0,0.0,1.8,0.0,33.0,8.0,35.128571428571426,11242.303061224487
2020-12-22 12:50:13,427.9,0.0,18.0,15.3,6.300000000000001,2.7,0.0,15.3,0.0,0.0,2.7,0.0,33.0,7.5,37.76428571428571,13529.679081632652
2020-12-22 12:50:14,463.2,0.0,18.0,14.4,8.4,3.6,0.0,14.4,0.0,0.0,3.6,0.0,33.0,7.0,40.4,15817.055102040815
2020-12-22 12:50:15,498.5,0.0,18.0,13.5,10.5,4.5,0.0,13.5,0.0,0.0,4.5,0.0,33.0,6.5,43.035714285714285,18104.43112244898
2020-12-22 12:50:16,533.8,0.0,18.0,12.6,12.600000000000001,5.4,0.0,12.6,0.0,0.0,5.4,0.0,33.0,6.0,45.67142857142857,20391.807142857142
2020-12-22 12:50:17,569.0999999999999,0.0,18.0,11.7,14.700000000000001,6.3,0.0,11.7,0.0,0.0,6.3,0.0,33.0,5.5,48.30714285714286,22679.183163265305
2020-12-22 12:50:18,604.4,0.0,18.0,10.8,16.8,7.2,0.0,10.8,0.0,0.0,7.2,0.0,33.0,5.0,50.94285714285714,24966.559183673467
2020-12-22 12:50:19,639.7,0.0,18.0,9.9,18.900000000000002,8.1,0.0,9.9,0.0,0.0,8.1,0.0,33.0,4.5,53.57857142857143,27253.93520408163
2020-12-22 12:50:20,675.0,0.0,18.0,9.0,21.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,33.0,4.0,56.214285714285715,29541.311224489793
2020-12-22 12:50:21,650.7,0.0,17.5,8.1,21.0,9.0,0.0,8.1,0.0,0.0,9.0,0.0,30.6,3.6,54.114285714285714,27802.296938775507
2020-12-22 12:50:22,626.4,0.0,17.0,7.2,21.0,9.0,0.0,7.2,0.0,0.0,9.0,0.0,28.2,3.2,52.01428571428571,26063.282653061222
2020-12-22 12:50:23,602.1,0.0,16.5,6.3,21.0,9.0,0.0,6.3,0.0,0.0,9.0,0.0,25.8,2.8,49.91428571428571,24324.268367346936
2020-12-22 12:50:24,577.8,0.0,16.0,5.4,21.0,9.0,0.0,5.4,0.0,0.0,9.0,0.0,23.4,2.4,47.81428571428572,22585.254081632647
2020-12-22 12:50:25,553.5,0.0,15.5,4.5,21.0,9.0,0.0,4.5,0.0,0.0,9.0,0.0,21.0,2.0,45.714285714285715,20846.23979591836
2020-12-22 12:50:26,529.2,0.0,15.0,3.5999999999999996,21.0,9.0,0.0,3.5999999999999996,0.0,0.0,9.0,0.0,18.6,1.5999999999999996,43.614285714285714,19107.225510204076
2020-12-22 12:50:27,504.9,0.0,14.5,2.7,21.0,9.0,0.0,2.7,0.0,0.0,9.0,0.0,16.2,1.1999999999999997,41.51428571428571,17368.211224489787
2020-12-22 12:50:28,480.6,0.0,14.0,1.7999999999999998,21.0,9.0,0.0,1.7999999999999998,0.0,0.0,9.0,0.0,13.8,0.7999999999999998,39.41428571428571,15629.196938775503
2020-12-22 12:50:29,456.29999999999995,0.0,13.5,0.9000000000000004,21.0,9.0,0.0,0.9000000000000004,0.0,0.0,9.0,0.0,11.400000000000002,0.3999999999999999,37.31428571428572,13890.182653061218
2020-12-22 12:50:30,432.0,0.0,13.0,0.0,21.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,35.214285714285715,12151.168367346932
2020-12-22 12:50:31,420.6,0.0,11.7,0.0,19.8,8.1,0.0,0.0,0.0,0.0,9.0,0.0,9.9,1.0,34.292857142857144,11594.95153061224
2020-12-22 12:50:32,409.2,0.0,10.4,0.0,18.6,7.2,0.0,0.0,0.0,0.0,9.0,0.0,10.8,2.0,33.371428571428574,11038.734693877546
2020-12-22 12:50:33,397.8,0.0,9.1,0.0,17.4,6.3,0.0,0.0,0.0,0.0,9.0,0.0,11.7,3.0,32.45,10482.517857142853
2020-12-22 12:50:34,386.4,0.0,7.8,0.0,16.2,5.4,0.0,0.0,0.0,0.0,9.0,0.0,12.6,4.0,31.52857142857143,9926.301020408158
2020-12-22 12:50:35,375.0,0.0,6.5,0.0,15.0,4.5,0.0,0.0,0.0,0.0,9.0,0.0,13.5,5.0,30.607142857142858,9370.084183673465
2020-12-22 12:50:36,363.6,0.0,5.199999999999999,0.0,13.8,3.5999999999999996,0.0,0.0,0.0,0.0,9.0,0.0,14.4,6.0,29.685714285714287,8813.867346938772
2020-12-22 12:50:37,352.2,0.0,3.9000000000000004,0.0,12.6,2.7,0.0,0.0,0.0,0.0,9.0,0.0,15.3,7.0,28.764285714285716,8257.65051020408
2020-12-22 12:50:38,340.8,0.0,2.5999999999999996,0.0,11.4,1.7999999999999998,0.0,0.0,0.0,0.0,9.0,0.0,16.2,8.0,27.84285714285714,7701.433673469386
2020-12-22 12:50:39,329.4,0.0,1.299999999999999,0.0,10.200000000000001,0.9000000000000004,0.0,0.0,0.0,0.0,9.0,0.0,17.1,9.0,26.92142857142857,7145.216836734693
2020-12-22 12:50:40,318.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,18.0,10.0,26.0,6589.0
2020-12-22 12:50:41,311.1,0.0,0.0,0.9,9.9,0.0,0.0,0.0,0.0,0.0,9.0,0.0,17.1,11.1,25.65,6329.539285714286
2020-12-22 12:50:42,304.2,0.0,0.0,1.8,10.8,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.2,12.2,25.3,6070.078571428571
2020-12-22 12:50:43,297.3,0.0,0.0,2.7,11.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,15.3,13.3,24.95,5810.617857142857
2020-12-22 12:50:44,290.4,0.0,0.0,3.6,12.6,0.0,0.0,0.0,0.0,0.0,9.0,0.0,14.4,14.4,24.6,5551.157142857142
2020-12-22 12:50:45,283.5,0.0,0.0,4.5,13.5,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.5,15.5,24.25,5291.696428571428
2020-12-22 12:50:46,276.6,0.0,0.0,5.4,14.4,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.6,16.6,23.9,5032.2357142857145
2020-12-22 12:50:47,269.7,0.0,0.0,6.3,15.3,0.0,0.0,0.0,0.0,0.0,9.0,0.0,11.7,17.700000000000003,23.55,4772.775
2020-12-22 12:50:48,262.8,0.0,0.0,7.2,16.2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,10.8,18.8,23.2,4513.314285714286
2020-12-22 12:50:49,255.9,0.0,0.0,8.1,17.1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.9,19.9,22.85,4253.853571428572
2020-12-22 12:50:50,249.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,21.0,22.5,3994.392857142857
2020-12-22 12:50:51,249.0,0.9,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.1,20.4,22.457142857142856,3994.7602040816328
2020-12-22 12:50:52,249.0,1.8,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.2,19.8,22.414285714285715,3995.127551020408
2020-12-22 12:50:53,249.0,2.7,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.3,19.2,22.371428571428574,3995.494897959184
2020-12-22 12:50:54,249.0,3.6,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.4,18.6,22.32857142857143,3995.86224489796
2020-12-22 12:50:55,249.0,4.5,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.5,18.0,22.285714285714285,3996.2295918367354
2020-12-22 12:50:56,249.0,5.4,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.5999999999999996,17.4,22.242857142857144,3996.5969387755113
2020-12-22 12:50:57,249.0,6.3,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.7,16.8,22.200000000000003,3996.964285714287
2020-12-22 12:50:58,249.0,7.2,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.7999999999999998,16.2,22.15714285714286,3997.331632653063
2020-12-22 12:50:59,249.0,8.1,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.9000000000000004,15.600000000000001,22.114285714285714,3997.6989795918385
2020-12-22 12:51:00,249.0,9.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,15.0,22.071428571428573,3998.0663265306143
2020-12-22 12:51:01,244.0,9.0,0.9,9.0,17.1,0.9,0.0,0.9,0.0,0.0,9.0,0.0,3.0,14.4,22.014285714285716,3845.9561224489817
2020-12-22 12:51:02,239.0,9.0,1.8,9.0,16.2,1.8,0.0,1.8,0.0,0.0,9.0,0.0,6.0,13.8,21.95714285714286,3693.8459183673485
2020-12-22 12:51:03,234.0,9.0,2.7,9.0,15.3,2.7,0.0,2.7,0.0,0.0,9.0,0.0,9.0,13.2,21.900000000000002,3541.735714285716
2020-12-22 12:51:04,229.0,9.0,3.6,9.0,14.4,3.6,0.0,3.6,0.0,0.0,9.0,0.0,12.0,12.6,21.842857142857145,3389.625510204083
2020-12-22 12:51:05,224.0,9.0,4.5,9.0,13.5,4.5,0.0,4.5,0.0,0.0,9.0,0.0,15.0,12.0,21.785714285714285,3237.51530612245
2020-12-22 12:51:06,219.0,9.0,5.4,9.0,12.6,5.4,0.0,5.4,0.0,0.0,9.0,0.0,18.0,11.4,21.728571428571428,3085.4051020408174
2020-12-22 12:51:07,214.0,9.0,6.3,9.0,11.7,6.3,0.0,6.3,0.0,0.0,9.0,0.0,21.0,10.8,21.67142857142857,2933.2948979591847
2020-12-22 12:51:08,209.0,9.0,7.2,9.0,10.8,7.2,0.0,7.2,0.0,0.0,9.0,0.0,24.0,10.2,21.614285714285714,2781.1846938775516
2020-12-22 12:51:09,204.0,9.0,8.1,9.0,9.9,8.1,0.0,8.1,0.0,0.0,9.0,0.0,27.0,9.600000000000001,21.557142857142857,2629.0744897959185
2020-12-22 12:51:10,199.0,9.0,9.0,9.0,9.0,9.0,0.0,9.0,0.0,0.0,9.0,0.0,30.0,9.0,21.5,2476.964285714286
2020-12-22 12:51:11,372.3,8.1,9.0,8.5,8.1,9.9,0.0,9.0,0.0,2.1,8.1,0.0,27.0,8.5,33.614285714285714,26863.019387755096
2020-12-22 12:51:12,545.6,7.2,9.0,8.0,7.2,10.8,0.0,9.0,0.0,4.2,7.2,0.0,24.0,8.0,45.72857142857143,51249.0744897959
2020-12-22 12:51:13,718.9000000000001,6.3,9.0,7.5,6.3,11.7,0.0,9.0,0.0,6.300000000000001,6.3,0.0,21.0,7.5,57.84285714285714,75635.12959183671
2020-12-22 12:51:14,892.2,5.4,9.0,7.0,5.4,12.6,0.0,9.0,0.0,8.4,5.4,0.0,18.0,7.0,69.95714285714286,100021.18469387753
2020-12-22 12:51:15,1065.5,4.5,9.0,6.5,4.5,13.5,0.0,9.0,0.0,10.5,4.5,0.0,15.0,6.5,82.07142857142857,124407.23979591834
2020-12-22 12:51:16,1238.8000000000002,3.5999999999999996,9.0,6.0,3.5999999999999996,14.4,0.0,9.0,0.0,12.600000000000001,3.5999999999999996,0.0,12.0,6.0,94.18571428571428,148793.29489795913
2020-12-22 12:51:17,1412.1000000000001,2.7,9.0,5.5,2.7,15.3,0.0,9.0,0.0,14.700000000000001,2.7,0.0,9.0,5.5,106.3,173179.34999999995
2020-12-22 12:51:18,1585.4,1.7999999999999998,9.0,5.0,1.7999999999999998,16.2,0.0,9.0,0.0,16.8,1.7999999999999998,0.0,6.0,5.0,118.41428571428571,197565.40510204076
2020-12-22 12:51:19,1758.7,0.9000000000000004,9.0,4.5,0.9000000000000004,17.1,0.0,9.0,0.0,18.900000000000002,0.9000000000000004,0.0,3.0,4.5,130.5285714285714,221951.46020408158
2020-12-22 12:51:20,1932.0,0.0,9.0,4.0,0.0,18.0,0.0,9.0,0.0,21.0,0.0,0.0,0.0,4.0,142.64285714285714,246337.51530612237
2020-12-22 12:51:21,2022.9,0.0,9.0,7.2,0.0,17.1,0.0,12.3,0.0,19.8,0.0,0.0,0.9,3.6,149.4857142857143,274924.82755102037
2020-12-22 12:51:22,2113.8,0.0,9.0,10.4,0.0,16.2,0.0,15.6,0.0,18.6,0.0,0.0,1.8,3.2,156.32857142857142,303512.1397959183
2020-12-22 12:51:23,2204.7,0.0,9.0,13.600000000000001,0.0,15.3,0.0,18.9,0.0,17.4,0.0,0.0,2.7,2.8,163.17142857142858,332099.4520408163
2020-12-22 12:51:24,2295.6,0.0,9.0,16.8,0.0,14.4,0.0,22.2,0.0,16.2,0.0,0.0,3.6,2.4,170.0142857142857,360686.76428571425
2020-12-22 12:51:25,2386.5,0.0,9.0,20.0,0.0,13.5,0.0,25.5,0.0,15.0,0.0,0.0,4.5,2.0,176.85714285714286,389274.07653061225
2020-12-22 12:51:26,2477.4,0.0,9.0,23.200000000000003,0.0,12.6,0.0,28.799999999999997,0.0,13.8,0.0,0.0,5.4,1.5999999999999996,183.7,417861.38877551025
2020-12-22 12:51:27,2568.3,0.0,9.0,26.400000000000002,0.0,11.7,0.0,32.099999999999994,0.0,12.6,0.0,0.0,6.3,1.1999999999999997,190.54285714285714,446448.7010204082
2020-12-22 12:51:28,2659.2,0.0,9.0,29.6,0.0,10.8,0.0,35.4,0.0,11.4,0.0,0.0,7.2,0.7999999999999998,197.3857142857143,475036.0132653062
2020-12-22 12:51:29,2750.1,0.0,9.0,32.8,0.0,9.9,0.0,38.7,0.0,10.200000000000001,0.0,0.0,8.1,0.3999999999999999,204.22857142857143,503623.3255102042
2020-12-22 12:51:30,2841.0,0.0,9.0,36.0,0.0,9.0,0.0,42.0,0.0,9.0,0.0,0.0,9.0,0.0,211.07142857142858,532210.6377551021
2020-12-22 12:51:31,2759.4,0.0,9.0,35.1,1.8,8.1,0.0,39.6,0.0,9.0,0.0,2.1,8.1,2.7,205.35000000000002,505931.90051020414
2020-12-22 12:51:32,2677.8,0.0,9.0,34.2,3.6,7.2,0.0,37.2,0.0,9.0,0.0,4.2,7.2,5.4,199.62857142857143,479653.1632653062
2020-12-22 12:51:33,2596.2,0.0,9.0,33.3,5.4,6.3,0.0,34.8,0.0,9.0,0.0,6.300000000000001,6.3,8.100000000000001,193.90714285714287,453374.4260204082
2020-12-22 12:51:34,2514.6,0.0,9.0,32.4,7.2,5.4,0.0,32.4,0.0,9.0,0.0,8.4,5.4,10.8,188.18571428571428,427095.68877551024
2020-12-22 12:51:35,2433.0,0.0,9.0,31.5,9.0,4.5,0.0,30.0,0.0,9.0,0.0,10.5,4.5,13.5,182.46428571428572,400816.9515306123
2020-12-22 12:51:36,2351.4,0.0,9.0,30.6,10.8,3.5999999999999996,0.0,27.6,0.0,9.0,0.0,12.600000000000001,3.5999999999999996,16.200000000000003,176.74285714285713,374538.2142857143
2020-12-22 12:51:37,2269.8,0.0,9.0,29.7,12.6,2.7,0.0,25.2,0.0,9.0,0.0,14.700000000000001,2.7,18.900000000000002,171.02142857142857,348259.47704081633
